PDF,Model,Watt(W),DC Voltage(V),Additional Option(Type),Method
PSD-15-SPEC.PDF,PSD-15B-24,15,,,single-power-for-all
PSD-15-SPEC.PDF,PSD-15C-12,15,6.75,,single-power-for-all
PSD-15-SPEC.PDF,PSD-15C-24,15,,,single-power-for-all
PSD-30-SPEC.PDF,PSD-30A-5,25,5,,ordered-truncated
PSD-30-SPEC.PDF,PSD-30B-5,30,12,,ordered-truncated
PSD-30-SPEC.PDF,PSD-30C-5,30,24,,ordered-truncated
PSD-45-SPEC.PDF,PSD-45A-05,45,12,,ordered-truncated
PSD-45-SPEC.PDF,PSD-45B-05,45,12,,ordered-truncated
PSD-45-SPEC.PDF,PSD-45B-12,30,12,,ordered-truncated
PSP-600-SPEC.pdf,PSP-600-12,600,12,,ordered
PSP-600-SPEC.pdf,PSP-600-13.5,600.75,13.5,,ordered
PSP-600-SPEC.pdf,PSP-600-15,600,15,,ordered
PSP-600-SPEC.pdf,PSP-600-24,600,24,,ordered
PSP-600-SPEC.pdf,PSP-600-27,599.4,27,,ordered
PSP-600-SPEC.pdf,PSP-600-48,600,48,,ordered
PSP-600-SPEC.pdf,PSP-600-5,400,5,,ordered
PSPA-1000-spec.pdf,PSPA-1000-12,960,12,,ordered
PSPA-1000-spec.pdf,PSPA-1000-15,960,15,,ordered
PSPA-1000-spec.pdf,PSPA-1000-24,1008,24,,ordered
PSPA-1000-spec.pdf,PSPA-1000-48,1008,48,,ordered
PT-45-SPEC.PDF,PT-45A,40.5,5,,ordered
PT-45-SPEC.PDF,PT-45B,42.6,12,,ordered
PT-45-SPEC.PDF,PT-45C,43.5,5,,ordered
PT-6503-SPEC.PDF,PT-6503,61.8,3.3,,single-model-first-power
PT-65-SPEC.PDF,PT-65A,60,5,,ordered
PT-65-SPEC.PDF,PT-65B,63.5,12,,ordered
PT-65-SPEC.PDF,PT-65C,65,5,,ordered
PT-65-SPEC.PDF,PT-65D,68,5,,ordered
PV-SMI-1000-SPEC.pdf,PV-SMI-1000,1000,,,ordered
PV-SMI-2000-SPEC.pdf,PV-SMI-2000,2000,,,ordered
PWM-120-KN-spec.pdf,PWM-120-12,120,12,KNX|KN|KNBST,ordered
PWM-120-spec.pdf,PWM-120-12,120,12,Blank|DA|DA2,ordered
PWM-120(DA2)-SPEC.PDF,PWM-120-12,120,12,Blank|DA|DA2,ordered
PWM-120-KN-spec.pdf,PWM-120-24,120,24,KNX|KN|KNBST,ordered
PWM-120-spec.pdf,PWM-120-24,120,24,Blank|DA|DA2,ordered
PWM-120(DA2)-SPEC.PDF,PWM-120-24,120,24,Blank|DA|DA2,ordered
PWM-120-spec.pdf,PWM-120-36,122.4,36,Blank|DA|DA2,ordered
PWM-120(DA2)-SPEC.PDF,PWM-120-36,122.4,36,Blank|DA|DA2,ordered
PWM-120-spec.pdf,PWM-120-48,120,48,Blank|DA|DA2,ordered
PWM-120(DA2)-SPEC.PDF,PWM-120-48,120,48,Blank|DA|DA2,ordered
PWM-200-KN-spec.pdf,PWM-200-12,180,12,KNX|KN,ordered
PWM-200-spec.pdf,PWM-200-12,180,12,Blank|DA2,ordered
PWM-200(DA2)-SPEC.PDF,PWM-200-12,180,12,Blank|DA2,ordered
PWM-200-KN-spec.pdf,PWM-200-24,199.2,24,KNX|KN,ordered
PWM-200-spec.pdf,PWM-200-24,199.2,24,Blank|DA2,ordered
PWM-200(DA2)-SPEC.PDF,PWM-200-24,199.2,24,Blank|DA2,ordered
PWM-200-KN-spec.pdf,PWM-200-36,199.8,36,KNX|KN,ordered
PWM-200-spec.pdf,PWM-200-36,199.8,36,Blank|DA2,ordered
PWM-200(DA2)-SPEC.PDF,PWM-200-36,199.8,36,Blank|DA2,ordered
PWM-200-KN-spec.pdf,PWM-200-48,200.1,48,KNX|KN,ordered
PWM-200-spec.pdf,PWM-200-48,200.1,48,Blank|DA2,ordered
PWM-200(DA2)-SPEC.PDF,PWM-200-48,200.1,48,Blank|DA2,ordered
PWM-40-SPEC.PDF,PWM-40-12,40.08,12,,ordered
PWM-40-SPEC.PDF,PWM-40-24,40.08,24,,ordered
PWM-40-SPEC.PDF,PWM-40-36,40.32,36,,ordered
PWM-40-SPEC.PDF,PWM-40-48,40.32,48,,ordered
PWM-60-KN-spec.pdf,PWM-60-12,60,12,KNX|KN|KNBST,single-power-for-all
PWM-60-spec.pdf,PWM-60-12,60,12,Blank|DA|DA2,ordered
PWM-60(DA2)-SPEC.PDF,PWM-60-12,60,12,Blank|DA|DA2,ordered
PWM-60-KN-spec.pdf,PWM-60-24,60,24,KNX|KN|KNBST,single-power-for-all
PWM-60-spec.pdf,PWM-60-24,60,24,Blank|DA|DA2,ordered
PWM-60(DA2)-SPEC.PDF,PWM-60-24,60,24,Blank|DA|DA2,ordered
PWM-60-spec.pdf,PWM-60-36,60.12,36,Blank|DA|DA2,ordered
PWM-60(DA2)-SPEC.PDF,PWM-60-36,60.12,36,Blank|DA|DA2,ordered
PWM-60-spec.pdf,PWM-60-48,60,48,Blank|DA|DA2,ordered
PWM-60(DA2)-SPEC.PDF,PWM-60-48,60,48,Blank|DA|DA2,ordered
PWM-90-spec.pdf,PWM-90-12,90,12,Blank|DA|DA2,ordered
PWM-90(DA2)-SPEC.PDF,PWM-90-12,90,12,Blank|DA|DA2,ordered
PWM-90-spec.pdf,PWM-90-24,90,24,Blank|DA|DA2,ordered
PWM-90(DA2)-SPEC.PDF,PWM-90-24,90,24,Blank|DA|DA2,ordered
PWM-90-spec.pdf,PWM-90-36,90,36,Blank|DA|DA2,ordered
PWM-90(DA2)-SPEC.PDF,PWM-90-36,90,36,Blank|DA|DA2,ordered
PWM-90-spec.pdf,PWM-90-48,90.24,48,Blank|DA|DA2,ordered
PWM-90(DA2)-SPEC.PDF,PWM-90-48,90.24,48,Blank|DA|DA2,ordered
QP-150-SPEC.pdf,QP-150-3A,146,5,,ordered
QP-150-SPEC.pdf,QP-150-3B,150.2,5,,ordered
QP-150-SPEC.pdf,QP-150-3C,152,5,,ordered
QP-320-SPEC.pdf,QP-320D,316,5,,single-power-for-all
QP-320-SPEC.pdf,QP-320F,316,5,,single-power-for-all
RCB-1600-SPEC.pdf,RCB-1600-12,1440,14.4,Blank|CAN,ordered
RCB-1600-SPEC.pdf,RCB-1600-24,1584,28.8,Blank|CAN,ordered
RCB-1600-SPEC.pdf,RCB-1600-48,1584,57.6,Blank|CAN,ordered
RCP-1000.pdf,RCP-1000-12,720,12,,ordered
RCP-1U-SPEC.PDF,RCP-1000-12,3024,48,,ordered-truncated
RCP-1U%20RACK%20SYSTEM-spec.pdf,RCP-1000-12,3024,48,,ordered-truncated
RCP-1000.pdf,RCP-1000-24,960,24,,ordered
RCP-1000.pdf,RCP-1000-48,1008,48,,ordered
RCP-1600.pdf,RCP-1600-12,1500,12,Blank|CAN,ordered
RCP-1600.pdf,RCP-1600-24,1608,24,Blank|CAN,ordered
RCP-1600.pdf,RCP-1600-48,1608,48,Blank|CAN,ordered
RCP-1U-SPEC.PDF,RCP-1U,2160,12,,ordered-truncated
RCP-1U%20RACK%20SYSTEM-spec.pdf,RCP-1U,2160,12,,ordered-truncated
RCP-2000.pdf,RCP-2000-12,1200,12,,ordered
RCP-2000.pdf,RCP-2000-24,1920,24,,ordered
RCP-2000.pdf,RCP-2000-48,2016,48,,ordered
RCP-1U-SPEC.PDF,RCP-3K1U,2880,24,,ordered-truncated
RCP-1U%20RACK%20SYSTEM-spec.pdf,RCP-3K1U,2880,24,,ordered-truncated
RD-125.pdf,RD-125-1224,133.2,12,,ordered
RD-125.pdf,RD-125-1248,138,12,,ordered
RD-125.pdf,RD-125-2448,144,24,,ordered
RD-35.pdf,RD-3513,35.1,13.5,,ordered
RD-35.pdf,RD-35A,32,5,,ordered
RD-35.pdf,RD-35B,35,5,,ordered
RD-50.pdf,RD-50A,54,5,,ordered
RD-50.pdf,RD-50B,53.6,5,,ordered
RD-65.pdf,RD-65A,66,5,,ordered
RD-65.pdf,RD-65B,68,5,,ordered
RD-85.pdf,RD-85A,88,5,,ordered
RD-85.pdf,RD-85B,88,5,,ordered
RDDW08-SPEC.PDF,RDDW08,8,3.3,,ordered
RDDW10-SPEC.PDF,RDDW10,10,3.3,,ordered
RDDW20-SPEC.PDF,RDDW20,20,3.3,,ordered
RDDW20UW-SPEC.PDF,RDDW20UW,20,12,,ordered
RDDW40-SPEC.PDF,RDDW40,40,3.3,,ordered
RDDW60-SPEC.PDF,RDDW60,60,3.3,,ordered
RHP-1U-SPEC.PDF,RHP-1U,7500,12,Blank|CAN,ordered-truncated
RHP-1U%20RACK%20SYSTEM-spec.pdf,RHP-1U,7500,12,Blank|CAN,ordered-truncated
RHP-1U-SPEC.PDF,RHP-8K1U,8040,24,Blank|CAN,ordered-truncated
RHP-1U%20RACK%20SYSTEM-spec.pdf,RHP-8K1U,8040,24,Blank|CAN,ordered-truncated
RHP-1U-SPEC.PDF,RHP-8K1U-RCP-1600-12,8040,48,Blank|CAN,ordered-truncated
RHP-1U%20RACK%20SYSTEM-spec.pdf,RHP-8K1U-RCP-1600-12,8040,48,Blank|CAN,ordered-truncated
RID-125-SPEC.pdf,RID-125-1224,133.2,12,,ordered
RID-125-SPEC.pdf,RID-125-1248,138,12,,ordered
RID-125-SPEC.pdf,RID-125-2448,144,24,,ordered
RID-50-spec.pdf,RID-50A,54,5,,ordered
RID-50-spec.pdf,RID-50B,53.6,5,,ordered
RID-65-SPEC.pdf,RID-65A,66,5,,ordered
RID-65-SPEC.pdf,RID-65B,68,5,,ordered
RID-85-SPEC.pdf,RID-85A,88,5,,ordered
RID-85-SPEC.pdf,RID-85B,88,5,,ordered
RKP-1U-SPEC.PDF,RKP-1U,3600,12,,ordered-truncated
RKP-1U%20RACK%20SYSTEM-spec.pdf,RKP-1U,3600,12,,ordered-truncated
RKP-1U-SPEC.PDF,RKP-6K1U,5760,24,,ordered-truncated
RKP-1U%20RACK%20SYSTEM-spec.pdf,RKP-6K1U,5760,24,,ordered-truncated
RKP-1U-SPEC.PDF,RKP-6K1U-RCP-2000-12,6048,48,,ordered-truncated
RKP-1U%20RACK%20SYSTEM-spec.pdf,RKP-6K1U-RCP-2000-12,6048,48,,ordered-truncated
RPB-1600-SPEC.pdf,RPB-1600-12,1600,14.4,Blank|CAN,single-power-for-all
RPB-1600-SPEC.pdf,RPB-1600-24,1600,28.8,Blank|CAN,single-power-for-all
RPB-1600-SPEC.pdf,RPB-1600-48,1600,57.6,Blank|CAN,single-power-for-all
RPD-60-SPEC.pdf,RPD-60A,49,5,,ordered
RPD-60-SPEC.pdf,RPD-60B,53.5,5,,ordered
RPD-65-SPEC.PDF,RPD-65C,60,12,,ordered
RPD-65-SPEC.PDF,RPD-65D,60,5,,ordered
RPD-75-SPEC.pdf,RPD-75A,71,5,,ordered
RPD-75-SPEC.pdf,RPD-75B,73,5,,ordered
RPS-120-SPEC.pdf,RPS-120-12,120,12,,ordered
RPS-120-SPEC.pdf,RPS-120-15,120,15,,ordered
RPS-120-SPEC.pdf,RPS-120-24,120,24,,ordered
RPS-120-SPEC.pdf,RPS-120-27,121.5,27,,ordered
RPS-120-SPEC.pdf,RPS-120-48,120,48,,ordered
RPS-120S-spec.pdf,RPS-120S-12,141.6,12,,ordered-truncated
RPS-120S-spec.pdf,RPS-120S-15,142.5,15,,ordered-truncated
RPS-120S-spec.pdf,RPS-120S-24,150,24,,ordered-truncated
RPS-120S-spec.pdf,RPS-120S-27,149.8,27,,ordered-truncated
RPS-120S-spec.pdf,RPS-120S-48,150,48,,ordered-truncated
RPS-160-SPEC.PDF,RPS-160,103,5,,single-model-first-power
RPS-200-SPEC.pdf,RPS-200-12,200.4,12,,ordered
RPS-200-SPEC.pdf,RPS-200-15,201,15,,ordered
RPS-200-SPEC.pdf,RPS-200-24,201.6,24,,ordered
RPS-200-SPEC.pdf,RPS-200-27,202.5,27,,ordered
RPS-200-SPEC.pdf,RPS-200-48,201.6,48,,ordered
RPS-30-SPEC.pdf,RPS-30-12,30,12,,ordered
RPS-30-SPEC.pdf,RPS-30-15,30,15,,ordered
RPS-30-SPEC.pdf,RPS-30-24,30,24,,ordered
RPS-30-SPEC.pdf,RPS-30-3.3,19.8,3.3,,ordered
RPS-30-SPEC.pdf,RPS-30-48,30,48,,ordered
RPS-30-SPEC.pdf,RPS-30-5,30,5,,ordered
RPS-30-SPEC.pdf,RPS-30-7.5,30,7.5,,ordered
RPS-300-C-SPEC.PDF,RPS-300-12,300,15,,single-power-for-all
RPS-300-spec (1).pdf,RPS-300-12,300,15,,single-power-for-all
RPS-300-SPEC.pdf,RPS-300-12,300,15,,single-power-for-all
RPS-300-C-SPEC.PDF,RPS-300-15,300,18.5,,single-power-for-all
RPS-300-spec (1).pdf,RPS-300-15,300,18.5,,single-power-for-all
RPS-300-SPEC.pdf,RPS-300-15,300,18.5,,single-power-for-all
RPS-300-C-SPEC.PDF,RPS-300-24,300,30,,single-power-for-all
RPS-300-spec (1).pdf,RPS-300-24,300,30,,single-power-for-all
RPS-300-SPEC.pdf,RPS-300-24,300,30,,single-power-for-all
RPS-300-C-SPEC.PDF,RPS-300-27,300,33.5,,single-power-for-all
RPS-300-spec (1).pdf,RPS-300-27,300,33.5,,single-power-for-all
RPS-300-SPEC.pdf,RPS-300-27,300,33.5,,single-power-for-all
RPS-300-C-SPEC.PDF,RPS-300-48,300,59.5,,single-power-for-all
RPS-300-spec (1).pdf,RPS-300-48,300,59.5,,single-power-for-all
RPS-300-SPEC.pdf,RPS-300-48,300,59.5,,single-power-for-all
RPS-400-SPEC.pdf,RPS-400-12,400.5,15,,ordered-truncated
RPS-400-SPEC.pdf,RPS-400-15,401.4,18,,ordered-truncated
RPS-400-SPEC.pdf,RPS-400-18,403.2,36,,ordered-truncated
RPS-400-SPEC.pdf,RPS-400-24,403.2,48,,ordered-truncated
RPS-400-SPEC.pdf,RPS-400-27,400.8,24,,ordered-truncated
RPS-400-SPEC.pdf,RPS-400-36,402.3,27,,ordered-truncated
RPS-45-SPEC.pdf,RPS-45-12,45.6,12,,ordered
RPS-45-SPEC.pdf,RPS-45-15,45,15,,ordered
RPS-45-SPEC.pdf,RPS-45-24,45.6,24,,ordered
RPS-45-SPEC.pdf,RPS-45-3.3,26.4,3.3,,ordered
RPS-45-SPEC.pdf,RPS-45-48,45.1,48,,ordered
RPS-45-SPEC.pdf,RPS-45-5,40,5,,ordered
RPS-45-SPEC.pdf,RPS-45-7.5,40.5,7.5,,ordered
RPS-500-spec.pdf,RPS-500-12,309.6,15,,ordered
RPS-500-spec.pdf,RPS-500-15,310.5,18,,ordered
RPS-500-spec.pdf,RPS-500-18,310.5,36,,ordered
RPS-500-spec.pdf,RPS-500-24,309.6,48,,ordered
RPS-500-spec.pdf,RPS-500-27,309.6,24,,ordered
RPS-500-spec.pdf,RPS-500-36,309.6,27,,ordered
RPS-500-spec.pdf,RPS-500-48,312,,,ordered
RPS-60-SPEC.pdf,RPS-60-12,60,12,,ordered
RPS-60-SPEC.pdf,RPS-60-15,60,15,,ordered
RPS-60-SPEC.pdf,RPS-60-24,60,24,,ordered
RPS-60-SPEC.pdf,RPS-60-3.3,33,3.3,,ordered
RPS-60-SPEC.pdf,RPS-60-48,60,48,,ordered
RPS-60-SPEC.pdf,RPS-60-5,50,5,,ordered
RPS-65-SPEC.pdf,RPS-65-12,65,12,,ordered
RPS-65-SPEC.pdf,RPS-65-15,65.1,15,,ordered
RPS-65-SPEC.pdf,RPS-65-24,65,24,,ordered
RPS-65-SPEC.pdf,RPS-65-3.3,33,3.3,,ordered
RPS-65-SPEC.pdf,RPS-65-48,65.3,48,,ordered
RPS-65-SPEC.pdf,RPS-65-5,50,5,,ordered
RPS-65-SPEC.pdf,RPS-65-7.5,60,7.5,,ordered
RPS-75-SPEC.pdf,RPS-75-12,75.6,12,,ordered
RPS-75-SPEC.pdf,RPS-75-15,75,15,,ordered
RPS-75-SPEC.pdf,RPS-75-24,76.8,24,,ordered
RPS-75-SPEC.pdf,RPS-75-3.3,49.5,3.3,,ordered
RPS-75-SPEC.pdf,RPS-75-36,75.6,36,,ordered
RPS-75-SPEC.pdf,RPS-75-48,76.8,48,,ordered
RPS-75-SPEC.pdf,RPS-75-5,70,5,,ordered
"RPS,RPSG-160-spec.pdf","RPS,RPSG-160",103,5,,single-model-first-power
RPT-60-SPEC.pdf,RPT-60A,46.5,5,,ordered
RPT-60-SPEC.pdf,RPT-60B,50,5,,ordered
RPT-60-SPEC.pdf,RPT-60C,50,5,,ordered
RPT-65-SPEC.PDF,RPT-65E,62.5,12,,ordered
RPT-65-SPEC.PDF,RPT-65F,66,5,,ordered
RPT-65-SPEC.PDF,RPT-65G,66,5,,ordered
RPT-75-SPEC.pdf,RPT-75A,68.5,5,,ordered
RPT-75-SPEC.pdf,RPT-75B,72,5,,ordered
RPT-75-SPEC.pdf,RPT-75C,72,5,,ordered
RPT-160-spec.pdf,RPT(G)-160A,145,5,,ordered
RPT-160-spec.pdf,RPT(G)-160B,146,5,,ordered
RPT-160-spec.pdf,RPT(G)-160C,143,5,,ordered
RPT-160-spec.pdf,RPT(G)-160D,147.8,5,,ordered
RQ-125-SPEC (1).pdf,RQ-125B,120,5,,ordered
RQ-125-SPEC.pdf,RQ-125B,120,5,,ordered
RQ-125-SPEC (1).pdf,RQ-125C,122.5,5,,ordered
RQ-125-SPEC.pdf,RQ-125C,122.5,5,,ordered
RQ-125-SPEC (1).pdf,RQ-125D,124,5,,ordered
RQ-125-SPEC.pdf,RQ-125D,124,5,,ordered
RQ-50-spec.pdf,RQ-50B,45.5,5,,ordered
RQ-50-spec.pdf,RQ-50C,50,5,,ordered
RQ-50-spec.pdf,RQ-50D,53.4,5,,ordered
RQ-65-SPEC.pdf,RQ-65B,62.5,5,,ordered
RQ-65-SPEC.pdf,RQ-65C,65,5,,ordered
RQ-65-SPEC.pdf,RQ-65D,68,5,,ordered
RQ-85-SPEC.pdf,RQ-85B,80.7,5,,ordered
RQ-85-SPEC.pdf,RQ-85C,82.5,5,,ordered
RQ-85-SPEC.pdf,RQ-85D,84,5,,ordered
RQB150W12-spec.pdf,RQB150W12,150,24,,ordered
RQB150W3-spec.pdf,RQB150W3,150,59,,ordered
RQB40W12-spec.pdf,RQB40W12,40,24,,ordered
RQB60W12-spec.pdf,RQB60W12,60,24,,ordered
RS-100.pdf,RS-100-12,102,12,,ordered
RS-100.pdf,RS-100-15,105,15,,ordered
RS-100.pdf,RS-100-24,108,24,,ordered
RS-100.pdf,RS-100-3.3,66,3.3,,ordered
RS-100.pdf,RS-100-48,110.4,48,,ordered
RS-100.pdf,RS-100-5,80,5,,ordered
RS-15-SPEC.pdf,RS-15-12,15.6,12,,ordered
RS-15.pdf,RS-15-12,15.6,12,,ordered
RS-15-SPEC.pdf,RS-15-15,15,15,,ordered
RS-15.pdf,RS-15-15,15,15,,ordered
RS-15-SPEC.pdf,RS-15-24,15,24,,ordered
RS-15.pdf,RS-15-24,15,24,,ordered
RS-15-SPEC.pdf,RS-15-3.3,9.9,3.3,,ordered
RS-15.pdf,RS-15-3.3,9.9,3.3,,ordered
RS-15-SPEC.pdf,RS-15-48,15.024,48,,ordered
RS-15.pdf,RS-15-48,15.024,48,,ordered
RS-15-SPEC.pdf,RS-15-5,15,5,,ordered
RS-15.pdf,RS-15-5,15,5,,ordered
RS-150.pdf,RS-150-12,150,12,,ordered
RS-150.pdf,RS-150-15,150,15,,ordered
RS-150.pdf,RS-150-24,156,24,,ordered
RS-150.pdf,RS-150-3.3,99,3.3,,ordered
RS-150.pdf,RS-150-48,158.4,48,,ordered
RS-150.pdf,RS-150-5,130,5,,ordered
RS-25.pdf,RS-25-12,25.2,12,,ordered
RS-25.pdf,RS-25-15,25.5,15,,ordered
RS-25.pdf,RS-25-24,26.4,24,,ordered
RS-25.pdf,RS-25-3.3,19.8,3.3,,ordered
RS-25.pdf,RS-25-48,27.36,48,,ordered
RS-25.pdf,RS-25-5,25,5,,ordered
RS-35.pdf,RS-35-12,36,12,,ordered
RS-35.pdf,RS-35-15,36,15,,ordered
RS-35.pdf,RS-35-24,36,24,,ordered
RS-35.pdf,RS-35-3.3,23.1,3.3,,ordered
RS-35.pdf,RS-35-48,38.4,48,,ordered
RS-35.pdf,RS-35-5,35,5,,ordered
RS-50.pdf,RS-50-12,50.4,12,,ordered
RS-50.pdf,RS-50-15,51,15,,ordered
RS-50.pdf,RS-50-24,52.8,24,,ordered
RS-50.pdf,RS-50-3.3,33,3.3,,ordered
RS-50.pdf,RS-50-48,52.8,48,,ordered
RS-50.pdf,RS-50-5,50,5,,ordered
RS-75.pdf,RS-75-12,72,12,,ordered
RS-75.pdf,RS-75-15,75,15,,ordered
RS-75.pdf,RS-75-24,76.8,24,,ordered
RS-75.pdf,RS-75-3.3,49.5,3.3,,ordered
RS-75.pdf,RS-75-48,76.8,48,,ordered
RS-75.pdf,RS-75-5,60,5,,ordered
RSD-100-SPEC.PDF,RSD-100B-12,100.8,12,,ordered
RSD-100-SPEC.PDF,RSD-100B-24,100.8,24,,ordered
RSD-100-SPEC.PDF,RSD-100B-5,100,5,,ordered
RSD-100-SPEC.PDF,RSD-100C-12,100.8,12,,ordered
RSD-100-SPEC.PDF,RSD-100C-24,100.8,24,,ordered
RSD-100-SPEC.PDF,RSD-100C-5,100,5,,ordered
RSD-100-SPEC.PDF,RSD-100D-12,100.8,12,,ordered
RSD-100-SPEC.PDF,RSD-100D-24,100.8,24,,ordered
RSD-100-SPEC.PDF,RSD-100D-5,100,5,,ordered
RSD-150-SPEC.PDF,RSD-150B-12,150,12,,ordered
RSD-150-SPEC.PDF,RSD-150B-24,151.2,24,,ordered
RSD-150-SPEC.PDF,RSD-150B-5,150,5,,ordered
RSD-150-SPEC.PDF,RSD-150C-12,150,12,,ordered
RSD-150-SPEC.PDF,RSD-150C-24,151.2,24,,ordered
RSD-150-SPEC.PDF,RSD-150C-5,150,5,,ordered
RSD-150-SPEC.PDF,RSD-150D-12,150,12,,ordered
RSD-150-SPEC.PDF,RSD-150D-24,151.2,24,,ordered
RSD-150-SPEC.PDF,RSD-150D-5,150,5,,ordered
RSD-200-SPEC.PDF,RSD-200B-12,200.4,12,,ordered
RSD-200-SPEC.PDF,RSD-200B-24,201.6,24,,ordered
RSD-200-SPEC.PDF,RSD-200B-48,201.6,48,,ordered
RSD-200-SPEC.PDF,RSD-200C-12,200.4,12,,ordered
RSD-200-SPEC.PDF,RSD-200C-24,201.6,24,,ordered
RSD-200-SPEC.PDF,RSD-200C-48,201.6,48,,ordered
RSD-200-SPEC.PDF,RSD-200D-12,200.4,12,,ordered
RSD-200-SPEC.PDF,RSD-200D-24,201.6,24,,ordered
RSD-200-SPEC.PDF,RSD-200D-48,201.6,48,,ordered
RSD-300-SPEC.PDF,RSD-300B-12,270,12,,ordered
RSD-300-SPEC.PDF,RSD-300B-24,271.2,24,,ordered
RSD-300-SPEC.PDF,RSD-300B-48,273.6,48,,ordered
RSD-300-SPEC.PDF,RSD-300B-5,210,5,,ordered
RSD-300-SPEC.PDF,RSD-300C-12,300,12,,ordered
RSD-300-SPEC.PDF,RSD-300C-24,300,24,,ordered
RSD-300-SPEC.PDF,RSD-300C-48,302.4,48,,ordered
RSD-300-SPEC.PDF,RSD-300C-5,210,5,,ordered
RSD-30-spec.pdf,RSD-30G-12,30,12,,ordered
RSD-30-spec.pdf,RSD-30G-24,30,24,,ordered
RSD-30-spec.pdf,RSD-30G-3.3,19.8,3.3,,ordered
RSD-30-spec.pdf,RSD-30G-5,30,5,,ordered
RSD-30-spec.pdf,RSD-30L-12,30,12,,ordered
RSD-30-spec.pdf,RSD-30L-24,30,24,,ordered
RSD-30-spec.pdf,RSD-30L-3.3,19.8,3.3,,ordered
RSD-30-spec.pdf,RSD-30L-5,30,5,,ordered
RSD-500-spec.pdf,RSD-500B-12,420,12,,ordered
RSD-500-spec.pdf,RSD-500B-24,420,24,,ordered
RSD-500-spec.pdf,RSD-500B-48,422.4,48,,ordered
RSD-500-spec.pdf,RSD-500C-12,420,12,,ordered
RSD-500-spec.pdf,RSD-500C-24,460.8,24,,ordered
RSD-500-spec.pdf,RSD-500C-48,460.8,48,,ordered
RSD-500-spec.pdf,RSD-500D-12,420,12,,ordered
RSD-500-spec.pdf,RSD-500D-24,499.2,24,,ordered
RSD-500-spec.pdf,RSD-500D-48,499.2,48,,ordered
RSD-60-spec.pdf,RSD-60G-12,60,12,,ordered
RSD-60-spec.pdf,RSD-60G-24,60,24,,ordered
RSD-60-spec.pdf,RSD-60G-3.3,39.6,3.3,,ordered
RSD-60-spec.pdf,RSD-60G-5,60,5,,ordered
RSD-60-spec.pdf,RSD-60L-12,60,12,,ordered
RSD-60-spec.pdf,RSD-60L-24,60,24,,ordered
RSD-60-spec.pdf,RSD-60L-3.3,39.6,3.3,,ordered
RSD-60-spec.pdf,RSD-60L-5,60,5,,ordered
RSDH-150-spec.pdf,RSDH-150-12,120,12,,ordered
RSDH-150-spec.pdf,RSDH-150-24,150,24,,ordered
RSDH-150-spec.pdf,RSDH-150-32,150,32,,ordered
RSDH-150-spec.pdf,RSDH-150-48,150,48,,ordered
RSDH-300-spec.pdf,RSDH-300-12,240,12,,ordered
RSDH-300-spec.pdf,RSDH-300-24,300,24,,ordered
RSDH-300-spec.pdf,RSDH-300-32,300,32,,ordered
RSDH-300-spec.pdf,RSDH-300-48,300,48,,ordered
RSDW08-SPEC.PDF,RSDW08-RDDW08,8,3,,ordered
"RSDW08,RDDW08-spec.pdf","RSDW08,RDDW08",8,3,,ordered
RSDW10-SPEC.PDF,RSDW10-RDDW10,10,3,,ordered
"RSDW10,RDDW10-spec.pdf","RSDW10,RDDW10",10,3.3,,ordered
RSDW20-SPEC.PDF,RSDW20-RDDW20,20,3,,ordered
"RSDW20,RDDW20-spec.pdf","RSDW20,RDDW20",20,3,,ordered
RSDW20UW-SPEC.PDF,RSDW20UW-RDDW20UW,20,12,,ordered
"RSDW20UW,RDDW20UW-spec.pdf","RSDW20UW,RDDW20UW",20,20,,ordered
RSDW40-SPEC.PDF,RSDW40-RDDW40,40,10,,ordered
"RSDW40,RDDW40-spec.pdf","RSDW40,RDDW40",40,10,,ordered
RSDW60-SPEC.PDF,RSDW60-RDDW60,60,10,,ordered
"RSDW60,RDDW60-spec.pdf","RSDW60,RDDW60",60,10,,ordered
RSP-100.pdf,RSP-100-12,102,12,,ordered
RSP-100.pdf,RSP-100-13.5,101.25,13.5,,ordered
RSP-100.pdf,RSP-100-15,100.5,15,,ordered
RSP-100.pdf,RSP-100-24,100.8,24,,ordered
RSP-100.pdf,RSP-100-27,102.6,27,,ordered
RSP-100.pdf,RSP-100-3.3,66,3.3,,ordered
RSP-100.pdf,RSP-100-48,100.8,48,,ordered
RSP-100.pdf,RSP-100-5,100,5,,ordered
RSP-100.pdf,RSP-100-7.5,101.25,7.5,,ordered
RSP-1000.pdf,RSP-1000-12,720,12,,ordered
RSP-1000.pdf,RSP-1000-15,750,15,,ordered
RSP-1000.pdf,RSP-1000-24,960,24,,ordered
RSP-1000.pdf,RSP-1000-27,999,27,,ordered
RSP-1000.pdf,RSP-1000-48,1008,48,,ordered
RSP-150.pdf,RSP-150-12,150,12,,ordered
RSP-150.pdf,RSP-150-13.5,151.2,13.5,,ordered
RSP-150.pdf,RSP-150-15,150,15,,ordered
RSP-150.pdf,RSP-150-24,151.2,24,,ordered
RSP-150.pdf,RSP-150-27,151.2,27,,ordered
RSP-150.pdf,RSP-150-3.3,99,3.3,,ordered
RSP-150.pdf,RSP-150-48,153.6,48,,ordered
RSP-150.pdf,RSP-150-5,150,5,,ordered
RSP-150.pdf,RSP-150-7.5,150,7.5,,ordered
RSP-1500.pdf,RSP-1500-12,1500,12,,ordered
